timestamp,power,hour,dow,sin_hour,cos_hour,lag_1,rolling_3
2025-12-01 22:59:00,20793.066894862586,22.983333333333334,,-0.26303121445797445,0.964787323828813,20791.915945451266,20791.89548177044
2025-12-01 23:00:00,20794.21062656,23.0,,-0.25881904510252157,0.9659258262890681,20793.066894862586,20793.064488957953
2025-12-01 23:01:00,20795.373283821806,23.016666666666666,,-0.2546019482055278,0.9670459389139431,20794.21062656,20794.216935081466
2025-12-01 23:02:00,20796.50913681704,23.033333333333335,,-0.250380004054441,0.9681476403781079,20795.373283821806,20795.364349066283
2025-12-01 23:03:00,20797.690145689085,23.05,,-0.24615329302899291,0.9692309097067544,20796.50913681704,20796.524188775977
2025-12-01 23:04:00,20798.830168317643,23.066666666666666,,-0.24192189559966787,0.9702957262759965,20797.690145689085,20797.67648360792
2025-12-01 23:05:00,20799.878953617954,23.083333333333332,,-0.23768589232617435,0.9713420698132611,20798.830168317643,20798.799755874894
2025-12-01 23:06:00,20800.999742339707,23.1,,-0.23344536385590609,0.9723699203976764,20799.878953617954,20799.902954758432
2025-12-01 23:07:00,20802.03111831572,23.116666666666667,,-0.22920039092241423,0.9733792584604485,20800.999742339707,20800.96993809113
2025-12-01 23:08:00,20803.054785357275,23.133333333333333,,-0.22495105434386534,0.9743700647852351,20802.03111831572,20802.0285486709
2025-12-01 23:09:00,20804.029135213033,23.15,,-0.2206974350215017,0.9753423205085126,20803.054785357275,20803.038346295343
2025-12-01 23:10:00,20805.0308414991,23.166666666666668,,-0.21643961393810288,0.9762960071199334,20804.029135213033,20804.038254023137
2025-12-01 23:11:00,20806.046794885493,23.183333333333334,,-0.21217767215644567,0.977231106462679,20805.0308414991,20805.03559053254
2025-12-01 23:12:00,20807.02245073309,23.2,,-0.20791169081775987,0.9781476007338056,20806.046794885493,20806.033362372564
2025-12-01 23:13:00,20807.959219334076,23.216666666666665,,-0.20364175114017827,0.9790454724845837,20807.02245073309,20807.00948831755
2025-12-01 23:14:00,20808.90641098854,23.233333333333334,,-0.19936793441719736,0.9799247046208296,20807.959219334076,20807.962693685233
2025-12-01 23:15:00,20809.859915183668,23.25,,-0.19509032201612872,0.9807852804032303,20808.90641098854,20808.90851516876
2025-12-01 23:16:00,20810.760420644012,23.266666666666666,,-0.19080899537654467,0.981627183447664,20809.859915183668,20809.84224893874
2025-12-01 23:17:00,20811.609072610445,23.283333333333335,,-0.18652403600873388,0.9824503977255099,20810.760420644012,20810.743136146044
2025-12-01 23:18:00,20812.481752203494,23.3,,-0.18223552549214783,0.9832549075639545,20811.609072610445,20811.617081819317
2025-12-01 23:19:00,20813.31101023299,23.316666666666666,,-0.17794354547384242,0.9840406976462908,20812.481752203494,20812.467278348977
2025-12-01 23:20:00,20814.111177444785,23.333333333333332,,-0.1736481776669304,0.984807753012208,20813.31101023299,20813.301313293752
2025-12-01 23:21:00,20814.987058615363,23.35,,-0.16934950384902406,0.9855560590580779,20814.111177444785,20814.136415431047
